,Unnamed: 0,city,country,date.utc,location,parameter,value,unit
309,,Paris,FR,2019-06-05 09:00:00+00:00,FR04014,no2,36.8,µg/m³
310,,Paris,FR,2019-06-05 08:00:00+00:00,FR04014,no2,35.3,µg/m³
311,,Paris,FR,2019-06-05 07:00:00+00:00,FR04014,no2,36.9,µg/m³
312,,Paris,FR,2019-06-05 06:00:00+00:00,FR04014,no2,35.8,µg/m³
313,,Paris,FR,2019-06-05 05:00:00+00:00,FR04014,no2,39.2,µg/m³
314,,Paris,FR,2019-06-05 04:00:00+00:00,FR04014,no2,24.5,µg/m³
315,,Paris,FR,2019-06-05 03:00:00+00:00,FR04014,no2,16.2,µg/m³
316,,Paris,FR,2019-06-05 02:00:00+00:00,FR04014,no2,12.4,µg/m³
317,,Paris,FR,2019-06-05 01:00:00+00:00,FR04014,no2,10.8,µg/m³
318,,Paris,FR,2019-06-05 00:00:00+00:00,FR04014,no2,15.7,µg/m³
319,,Paris,FR,2019-06-04 23:00:00+00:00,FR04014,no2,17.8,µg/m³
320,,Paris,FR,2019-06-04 22:00:00+00:00,FR04014,no2,33.5,µg/m³
321,,Paris,FR,2019-06-04 21:00:00+00:00,FR04014,no2,26.3,µg/m³
322,,Paris,FR,2019-06-04 20:00:00+00:00,FR04014,no2,16.9,µg/m³
323,,Paris,FR,2019-06-04 19:00:00+00:00,FR04014,no2,17.0,µg/m³
324,,Paris,FR,2019-06-04 18:00:00+00:00,FR04014,no2,25.2,µg/m³
325,,Paris,FR,2019-06-04 17:00:00+00:00,FR04014,no2,23.4,µg/m³
326,,Paris,FR,2019-06-04 16:00:00+00:00,FR04014,no2,26.3,µg/m³
327,,Paris,FR,2019-06-04 15:00:00+00:00,FR04014,no2,21.5,µg/m³
328,,Paris,FR,2019-06-04 14:00:00+00:00,FR04014,no2,18.1,µg/m³
329,,Paris,FR,2019-06-04 13:00:00+00:00,FR04014,no2,17.4,µg/m³
330,,Paris,FR,2019-06-04 12:00:00+00:00,FR04014,no2,17.7,µg/m³
331,,Paris,FR,2019-06-04 11:00:00+00:00,FR04014,no2,19.6,µg/m³
332,,Paris,FR,2019-06-04 10:00:00+00:00,FR04014,no2,23.3,µg/m³
333,,Paris,FR,2019-06-04 09:00:00+00:00,FR04014,no2,38.5,µg/m³
334,,Paris,FR,2019-06-04 08:00:00+00:00,FR04014,no2,50.8,µg/m³
335,,Paris,FR,2019-06-04 07:00:00+00:00,FR04014,no2,53.5,µg/m³
336,,Paris,FR,2019-06-04 06:00:00+00:00,FR04014,no2,47.7,µg/m³
337,,Paris,FR,2019-06-04 05:00:00+00:00,FR04014,no2,36.5,µg/m³
338,,Paris,FR,2019-06-04 04:00:00+00:00,FR04014,no2,28.8,µg/m³
339,,Paris,FR,2019-06-04 03:00:00+00:00,FR04014,no2,41.6,µg/m³
340,,Paris,FR,2019-06-04 02:00:00+00:00,FR04014,no2,35.0,µg/m³
341,,Paris,FR,2019-06-04 01:00:00+00:00,FR04014,no2,43.9,µg/m³
342,,Paris,FR,2019-06-04 00:00:00+00:00,FR04014,no2,52.4,µg/m³
343,,Paris,FR,2019-06-03 23:00:00+00:00,FR04014,no2,44.6,µg/m³
344,,Paris,FR,2019-06-03 22:00:00+00:00,FR04014,no2,30.5,µg/m³
345,,Paris,FR,2019-06-03 21:00:00+00:00,FR04014,no2,31.1,µg/m³
346,,Paris,FR,2019-06-03 20:00:00+00:00,FR04014,no2,33.0,µg/m³
347,,Paris,FR,2019-06-03 19:00:00+00:00,FR04014,no2,28.9,µg/m³
348,,Paris,FR,2019-06-03 18:00:00+00:00,FR04014,no2,23.1,µg/m³
349,,Paris,FR,2019-06-03 17:00:00+00:00,FR04014,no2,24.4,µg/m³
350,,Paris,FR,2019-06-03 16:00:00+00:00,FR04014,no2,25.3,µg/m³
351,,Paris,FR,2019-06-03 15:00:00+00:00,FR04014,no2,24.8,µg/m³
352,,Paris,FR,2019-06-03 14:00:00+00:00,FR04014,no2,23.2,µg/m³
353,,Paris,FR,2019-06-03 13:00:00+00:00,FR04014,no2,25.8,µg/m³
354,,Paris,FR,2019-06-03 12:00:00+00:00,FR04014,no2,22.1,µg/m³
355,,Paris,FR,2019-06-03 11:00:00+00:00,FR04014,no2,27.5,µg/m³
356,,Paris,FR,2019-06-03 10:00:00+00:00,FR04014,no2,31.7,µg/m³
357,,Paris,FR,2019-06-03 09:00:00+00:00,FR04014,no2,46.0,µg/m³
358,,Paris,FR,2019-06-03 08:00:00+00:00,FR04014,no2,43.9,µg/m³
359,,Paris,FR,2019-06-03 07:00:00+00:00,FR04014,no2,50.0,µg/m³
360,,Paris,FR,2019-06-03 06:00:00+00:00,FR04014,no2,44.1,µg/m³
361,,Paris,FR,2019-06-03 05:00:00+00:00,FR04014,no2,29.0,µg/m³
362,,Paris,FR,2019-06-03 04:00:00+00:00,FR04014,no2,11.4,µg/m³
363,,Paris,FR,2019-06-03 03:00:00+00:00,FR04014,no2,9.8,µg/m³
364,,Paris,FR,2019-06-03 02:00:00+00:00,FR04014,no2,11.7,µg/m³
365,,Paris,FR,2019-06-03 01:00:00+00:00,FR04014,no2,11.8,µg/m³
366,,Paris,FR,2019-06-03 00:00:00+00:00,FR04014,no2,15.7,µg/m³
367,,Paris,FR,2019-06-02 23:00:00+00:00,FR04014,no2,17.9,µg/m³
368,,Paris,FR,2019-06-02 22:00:00+00:00,FR04014,no2,27.6,µg/m³
369,,Paris,FR,2019-06-02 21:00:00+00:00,FR04014,no2,36.9,µg/m³
370,,Paris,FR,2019-06-02 20:00:00+00:00,FR04014,no2,40.9,µg/m³
371,,Paris,FR,2019-06-02 19:00:00+00:00,FR04014,no2,25.8,µg/m³
372,,Paris,FR,2019-06-02 18:00:00+00:00,FR04014,no2,15.6,µg/m³
373,,Paris,FR,2019-06-02 17:00:00+00:00,FR04014,no2,14.4,µg/m³
374,,Paris,FR,2019-06-02 16:00:00+00:00,FR04014,no2,14.4,µg/m³
375,,Paris,FR,2019-06-02 15:00:00+00:00,FR04014,no2,13.9,µg/m³
376,,Paris,FR,2019-06-02 14:00:00+00:00,FR04014,no2,15.0,µg/m³
377,,Paris,FR,2019-06-02 13:00:00+00:00,FR04014,no2,13.0,µg/m³
378,,Paris,FR,2019-06-02 12:00:00+00:00,FR04014,no2,11.5,µg/m³
379,,Paris,FR,2019-06-02 11:00:00+00:00,FR04014,no2,13.1,µg/m³
380,,Paris,FR,2019-06-02 10:00:00+00:00,FR04014,no2,18.1,µg/m³
381,,Paris,FR,2019-06-02 09:00:00+00:00,FR04014,no2,21.0,µg/m³
382,,Paris,FR,2019-06-02 08:00:00+00:00,FR04014,no2,19.5,µg/m³
383,,Paris,FR,2019-06-02 07:00:00+00:00,FR04014,no2,18.1,µg/m³
384,,Paris,FR,2019-06-02 06:00:00+00:00,FR04014,no2,24.1,µg/m³
385,,Paris,FR,2019-06-02 05:00:00+00:00,FR04014,no2,37.2,µg/m³
386,,Paris,FR,2019-06-02 04:00:00+00:00,FR04014,no2,24.5,µg/m³
387,,Paris,FR,2019-06-02 03:00:00+00:00,FR04014,no2,23.2,µg/m³
388,,Paris,FR,2019-06-02 02:00:00+00:00,FR04014,no2,39.2,µg/m³
389,,Paris,FR,2019-06-02 01:00:00+00:00,FR04014,no2,38.2,µg/m³
390,,Paris,FR,2019-06-02 00:00:00+00:00,FR04014,no2,38.1,µg/m³
391,,Paris,FR,2019-06-01 23:00:00+00:00,FR04014,no2,32.7,µg/m³
392,,Paris,FR,2019-06-01 22:00:00+00:00,FR04014,no2,48.1,µg/m³
393,,Paris,FR,2019-06-01 21:00:00+00:00,FR04014,no2,49.4,µg/m³
394,,Paris,FR,2019-06-01 20:00:00+00:00,FR04014,no2,43.6,µg/m³
395,,Paris,FR,2019-06-01 19:00:00+00:00,FR04014,no2,24.6,µg/m³
396,,Paris,FR,2019-06-01 18:00:00+00:00,FR04014,no2,14.5,µg/m³
397,,Paris,FR,2019-06-01 17:00:00+00:00,FR04014,no2,11.8,µg/m³
398,,Paris,FR,2019-06-01 16:00:00+00:00,FR04014,no2,11.8,µg/m³
399,,Paris,FR,2019-06-01 15:00:00+00:00,FR04014,no2,10.2,µg/m³
400,,Paris,FR,2019-06-01 14:00:00+00:00,FR04014,no2,10.0,µg/m³
401,,Paris,FR,2019-06-01 13:00:00+00:00,FR04014,no2,10.2,µg/m³
402,,Paris,FR,2019-06-01 12:00:00+00:00,FR04014,no2,10.4,µg/m³
403,,Paris,FR,2019-06-01 11:00:00+00:00,FR04014,no2,12.2,µg/m³
404,,Paris,FR,2019-06-01 10:00:00+00:00,FR04014,no2,13.8,µg/m³
405,,Paris,FR,2019-06-01 09:00:00+00:00,FR04014,no2,23.9,µg/m³
406,,Paris,FR,2019-06-01 08:00:00+00:00,FR04014,no2,33.3,µg/m³
407,,Paris,FR,2019-06-01 07:00:00+00:00,FR04014,no2,46.4,µg/m³
408,,Paris,FR,2019-06-01 06:00:00+00:00,FR04014,no2,44.6,µg/m³
409,,Paris,FR,2019-06-01 02:00:00+00:00,FR04014,no2,68.1,µg/m³
410,,Paris,FR,2019-06-01 01:00:00+00:00,FR04014,no2,74.8,µg/m³
411,,Paris,FR,2019-06-01 00:00:00+00:00,FR04014,no2,84.7,µg/m³
412,,Paris,FR,2019-05-31 23:00:00+00:00,FR04014,no2,81.7,µg/m³
413,,Paris,FR,2019-05-31 22:00:00+00:00,FR04014,no2,68.0,µg/m³
414,,Paris,FR,2019-05-31 21:00:00+00:00,FR04014,no2,60.2,µg/m³
415,,Paris,FR,2019-05-31 20:00:00+00:00,FR04014,no2,37.0,µg/m³
416,,Paris,FR,2019-05-31 19:00:00+00:00,FR04014,no2,23.3,µg/m³
417,,Paris,FR,2019-05-31 18:00:00+00:00,FR04014,no2,25.2,µg/m³
418,,Paris,FR,2019-05-31 17:00:00+00:00,FR04014,no2,20.5,µg/m³
419,,Paris,FR,2019-05-31 16:00:00+00:00,FR04014,no2,16.3,µg/m³
420,,Paris,FR,2019-05-31 15:00:00+00:00,FR04014,no2,15.4,µg/m³
421,,Paris,FR,2019-05-31 14:00:00+00:00,FR04014,no2,15.4,µg/m³
422,,Paris,FR,2019-05-31 13:00:00+00:00,FR04014,no2,13.8,µg/m³
423,,Paris,FR,2019-05-31 12:00:00+00:00,FR04014,no2,13.3,µg/m³
424,,Paris,FR,2019-05-31 11:00:00+00:00,FR04014,no2,15.1,µg/m³
425,,Paris,FR,2019-05-31 10:00:00+00:00,FR04014,no2,17.2,µg/m³
426,,Paris,FR,2019-05-31 09:00:00+00:00,FR04014,no2,19.6,µg/m³
427,,Paris,FR,2019-05-31 08:00:00+00:00,FR04014,no2,36.6,µg/m³
428,,Paris,FR,2019-05-31 07:00:00+00:00,FR04014,no2,47.4,µg/m³
429,,Paris,FR,2019-05-31 06:00:00+00:00,FR04014,no2,38.6,µg/m³
430,,Paris,FR,2019-05-31 05:00:00+00:00,FR04014,no2,37.2,µg/m³
431,,Paris,FR,2019-05-31 04:00:00+00:00,FR04014,no2,31.1,µg/m³
432,,Paris,FR,2019-05-31 03:00:00+00:00,FR04014,no2,40.1,µg/m³
433,,Paris,FR,2019-05-31 02:00:00+00:00,FR04014,no2,44.1,µg/m³
434,,Paris,FR,2019-05-31 01:00:00+00:00,FR04014,no2,36.9,µg/m³
435,,Paris,FR,2019-05-31 00:00:00+00:00,FR04014,no2,27.2,µg/m³
436,,Paris,FR,2019-05-30 23:00:00+00:00,FR04014,no2,29.6,µg/m³
437,,Paris,FR,2019-05-30 22:00:00+00:00,FR04014,no2,27.0,µg/m³
438,,Paris,FR,2019-05-30 21:00:00+00:00,FR04014,no2,26.9,µg/m³
439,,Paris,FR,2019-05-30 20:00:00+00:00,FR04014,no2,21.9,µg/m³
440,,Paris,FR,2019-05-30 19:00:00+00:00,FR04014,no2,22.9,µg/m³
441,,Paris,FR,2019-05-30 18:00:00+00:00,FR04014,no2,22.1,µg/m³
442,,Paris,FR,2019-05-30 17:00:00+00:00,FR04014,no2,20.4,µg/m³
443,,Paris,FR,2019-05-30 16:00:00+00:00,FR04014,no2,12.8,µg/m³
444,,Paris,FR,2019-05-30 15:00:00+00:00,FR04014,no2,13.0,µg/m³
445,,Paris,FR,2019-05-30 14:00:00+00:00,FR04014,no2,14.9,µg/m³
446,,Paris,FR,2019-05-30 13:00:00+00:00,FR04014,no2,16.1,µg/m³
447,,Paris,FR,2019-05-30 12:00:00+00:00,FR04014,no2,14.2,µg/m³
448,,Paris,FR,2019-05-30 11:00:00+00:00,FR04014,no2,14.9,µg/m³
449,,Paris,FR,2019-05-30 10:00:00+00:00,FR04014,no2,13.8,µg/m³
450,,Paris,FR,2019-05-30 09:00:00+00:00,FR04014,no2,15.1,µg/m³
451,,Paris,FR,2019-05-30 08:00:00+00:00,FR04014,no2,16.7,µg/m³
452,,Paris,FR,2019-05-30 07:00:00+00:00,FR04014,no2,18.3,µg/m³
453,,Paris,FR,2019-05-30 06:00:00+00:00,FR04014,no2,13.3,µg/m³
454,,Paris,FR,2019-05-30 05:00:00+00:00,FR04014,no2,12.2,µg/m³
455,,Paris,FR,2019-05-30 04:00:00+00:00,FR04014,no2,10.4,µg/m³
456,,Paris,FR,2019-05-30 03:00:00+00:00,FR04014,no2,10.6,µg/m³
457,,Paris,FR,2019-05-30 02:00:00+00:00,FR04014,no2,9.4,µg/m³
458,,Paris,FR,2019-05-30 01:00:00+00:00,FR04014,no2,12.4,µg/m³
459,,Paris,FR,2019-05-30 00:00:00+00:00,FR04014,no2,19.4,µg/m³
460,,Paris,FR,2019-05-29 23:00:00+00:00,FR04014,no2,19.9,µg/m³
461,,Paris,FR,2019-05-29 22:00:00+00:00,FR04014,no2,19.0,µg/m³
462,,Paris,FR,2019-05-29 21:00:00+00:00,FR04014,no2,16.9,µg/m³
463,,Paris,FR,2019-05-29 20:00:00+00:00,FR04014,no2,20.8,µg/m³
464,,Paris,FR,2019-05-29 19:00:00+00:00,FR04014,no2,24.1,µg/m³
465,,Paris,FR,2019-05-29 18:00:00+00:00,FR04014,no2,25.3,µg/m³
466,,Paris,FR,2019-05-29 17:00:00+00:00,FR04014,no2,22.9,µg/m³
467,,Paris,FR,2019-05-29 16:00:00+00:00,FR04014,no2,20.1,µg/m³
468,,Paris,FR,2019-05-29 15:00:00+00:00,FR04014,no2,0.0,µg/m³
469,,Paris,FR,2019-05-29 14:00:00+00:00,FR04014,no2,0.0,µg/m³
470,,Paris,FR,2019-05-29 13:00:00+00:00,FR04014,no2,17.8,µg/m³
471,,Paris,FR,2019-05-29 12:00:00+00:00,FR04014,no2,13.2,µg/m³
472,,Paris,FR,2019-05-29 11:00:00+00:00,FR04014,no2,22.0,µg/m³
473,,Paris,FR,2019-05-29 10:00:00+00:00,FR04014,no2,30.7,µg/m³
474,,Paris,FR,2019-05-29 09:00:00+00:00,FR04014,no2,34.5,µg/m³
475,,Paris,FR,2019-05-29 08:00:00+00:00,FR04014,no2,45.7,µg/m³
476,,Paris,FR,2019-05-29 07:00:00+00:00,FR04014,no2,50.5,µg/m³
477,,Paris,FR,2019-05-29 06:00:00+00:00,FR04014,no2,46.5,µg/m³
478,,Paris,FR,2019-05-29 05:00:00+00:00,FR04014,no2,36.7,µg/m³
479,,Paris,FR,2019-05-29 04:00:00+00:00,FR04014,no2,24.1,µg/m³
480,,Paris,FR,2019-05-29 03:00:00+00:00,FR04014,no2,20.3,µg/m³
481,,Paris,FR,2019-05-29 02:00:00+00:00,FR04014,no2,19.0,µg/m³
482,,Paris,FR,2019-05-29 01:00:00+00:00,FR04014,no2,21.6,µg/m³
483,,Paris,FR,2019-05-29 00:00:00+00:00,FR04014,no2,23.4,µg/m³
484,,Paris,FR,2019-05-28 23:00:00+00:00,FR04014,no2,25.3,µg/m³
485,,Paris,FR,2019-05-28 22:00:00+00:00,FR04014,no2,20.2,µg/m³
486,,Paris,FR,2019-05-28 21:00:00+00:00,FR04014,no2,20.4,µg/m³
487,,Paris,FR,2019-05-28 20:00:00+00:00,FR04014,no2,20.4,µg/m³
488,,Paris,FR,2019-05-28 19:00:00+00:00,FR04014,no2,18.5,µg/m³
489,,Paris,FR,2019-05-28 18:00:00+00:00,FR04014,no2,16.2,µg/m³
490,,Paris,FR,2019-05-28 17:00:00+00:00,FR04014,no2,20.8,µg/m³
491,,Paris,FR,2019-05-28 16:00:00+00:00,FR04014,no2,26.5,µg/m³
492,,Paris,FR,2019-05-28 15:00:00+00:00,FR04014,no2,25.0,µg/m³
493,,Paris,FR,2019-05-28 14:00:00+00:00,FR04014,no2,18.8,µg/m³
494,,Paris,FR,2019-05-28 13:00:00+00:00,FR04014,no2,18.5,µg/m³
495,,Paris,FR,2019-05-28 12:00:00+00:00,FR04014,no2,24.8,µg/m³
496,,Paris,FR,2019-05-28 11:00:00+00:00,FR04014,no2,20.5,µg/m³
497,,Paris,FR,2019-05-28 10:00:00+00:00,FR04014,no2,21.6,µg/m³
498,,Paris,FR,2019-05-28 09:00:00+00:00,FR04014,no2,24.3,µg/m³
499,,Paris,FR,2019-05-28 08:00:00+00:00,FR04014,no2,31.2,µg/m³
500,,Paris,FR,2019-05-28 07:00:00+00:00,FR04014,no2,33.8,µg/m³
501,,Paris,FR,2019-05-28 06:00:00+00:00,FR04014,no2,28.8,µg/m³
502,,Paris,FR,2019-05-28 05:00:00+00:00,FR04014,no2,19.9,µg/m³
503,,Paris,FR,2019-05-28 04:00:00+00:00,FR04014,no2,8.9,µg/m³
504,,Paris,FR,2019-05-28 03:00:00+00:00,FR04014,no2,6.1,µg/m³
505,,Paris,FR,2019-05-28 02:00:00+00:00,FR04014,no2,6.4,µg/m³
506,,Paris,FR,2019-05-28 01:00:00+00:00,FR04014,no2,8.2,µg/m³
507,,Paris,FR,2019-05-28 00:00:00+00:00,FR04014,no2,15.4,µg/m³
508,,Paris,FR,2019-05-27 23:00:00+00:00,FR04014,no2,22.6,µg/m³
509,,Paris,FR,2019-05-27 22:00:00+00:00,FR04014,no2,19.9,µg/m³
510,,Paris,FR,2019-05-27 21:00:00+00:00,FR04014,no2,18.8,µg/m³
511,,Paris,FR,2019-05-27 20:00:00+00:00,FR04014,no2,22.3,µg/m³
512,,Paris,FR,2019-05-27 19:00:00+00:00,FR04014,no2,22.1,µg/m³
513,,Paris,FR,2019-05-27 18:00:00+00:00,FR04014,no2,25.6,µg/m³
514,,Paris,FR,2019-05-27 17:00:00+00:00,FR04014,no2,22.9,µg/m³
515,,Paris,FR,2019-05-27 16:00:00+00:00,FR04014,no2,23.6,µg/m³
516,,Paris,FR,2019-05-27 15:00:00+00:00,FR04014,no2,25.6,µg/m³
517,,Paris,FR,2019-05-27 14:00:00+00:00,FR04014,no2,17.3,µg/m³
518,,Paris,FR,2019-05-27 13:00:00+00:00,FR04014,no2,17.5,µg/m³
519,,Paris,FR,2019-05-27 12:00:00+00:00,FR04014,no2,17.3,µg/m³
520,,Paris,FR,2019-05-27 11:00:00+00:00,FR04014,no2,19.3,µg/m³
521,,Paris,FR,2019-05-27 10:00:00+00:00,FR04014,no2,23.3,µg/m³
522,,Paris,FR,2019-05-27 09:00:00+00:00,FR04014,no2,31.4,µg/m³
523,,Paris,FR,2019-05-27 08:00:00+00:00,FR04014,no2,34.2,µg/m³
524,,Paris,FR,2019-05-27 07:00:00+00:00,FR04014,no2,29.5,µg/m³
525,,Paris,FR,2019-05-27 06:00:00+00:00,FR04014,no2,29.1,µg/m³
526,,Paris,FR,2019-05-27 05:00:00+00:00,FR04014,no2,20.3,µg/m³
527,,Paris,FR,2019-05-27 04:00:00+00:00,FR04014,no2,6.5,µg/m³
528,,Paris,FR,2019-05-27 03:00:00+00:00,FR04014,no2,4.8,µg/m³
529,,Paris,FR,2019-05-27 02:00:00+00:00,FR04014,no2,5.9,µg/m³
530,,Paris,FR,2019-05-27 01:00:00+00:00,FR04014,no2,7.1,µg/m³
531,,Paris,FR,2019-05-27 00:00:00+00:00,FR04014,no2,9.5,µg/m³
532,,Paris,FR,2019-05-26 23:00:00+00:00,FR04014,no2,10.3,µg/m³
533,,Paris,FR,2019-05-26 22:00:00+00:00,FR04014,no2,15.2,µg/m³
534,,Paris,FR,2019-05-26 21:00:00+00:00,FR04014,no2,16.1,µg/m³
535,,Paris,FR,2019-05-26 20:00:00+00:00,FR04014,no2,16.6,µg/m³
536,,Paris,FR,2019-05-26 19:00:00+00:00,FR04014,no2,17.8,µg/m³
537,,Paris,FR,2019-05-26 18:00:00+00:00,FR04014,no2,22.8,µg/m³
538,,Paris,FR,2019-05-26 17:00:00+00:00,FR04014,no2,17.3,µg/m³
539,,Paris,FR,2019-05-26 16:00:00+00:00,FR04014,no2,17.1,µg/m³
540,,Paris,FR,2019-05-26 15:00:00+00:00,FR04014,no2,11.7,µg/m³
541,,Paris,FR,2019-05-26 14:00:00+00:00,FR04014,no2,15.3,µg/m³
542,,Paris,FR,2019-05-26 13:00:00+00:00,FR04014,no2,12.5,µg/m³
543,,Paris,FR,2019-05-26 12:00:00+00:00,FR04014,no2,11.5,µg/m³
544,,Paris,FR,2019-05-26 11:00:00+00:00,FR04014,no2,13.3,µg/m³
545,,Paris,FR,2019-05-26 10:00:00+00:00,FR04014,no2,11.3,µg/m³
546,,Paris,FR,2019-05-26 09:00:00+00:00,FR04014,no2,10.3,µg/m³
547,,Paris,FR,2019-05-26 08:00:00+00:00,FR04014,no2,11.0,µg/m³
548,,Paris,FR,2019-05-26 07:00:00+00:00,FR04014,no2,13.4,µg/m³
549,,Paris,FR,2019-05-26 06:00:00+00:00,FR04014,no2,15.1,µg/m³
550,,Paris,FR,2019-05-26 05:00:00+00:00,FR04014,no2,16.8,µg/m³
551,,Paris,FR,2019-05-26 04:00:00+00:00,FR04014,no2,22.3,µg/m³
552,,Paris,FR,2019-05-26 03:00:00+00:00,FR04014,no2,22.9,µg/m³
553,,Paris,FR,2019-05-26 02:00:00+00:00,FR04014,no2,23.4,µg/m³
554,,Paris,FR,2019-05-26 01:00:00+00:00,FR04014,no2,49.8,µg/m³
555,,Paris,FR,2019-05-26 00:00:00+00:00,FR04014,no2,67.0,µg/m³
556,,Paris,FR,2019-05-25 23:00:00+00:00,FR04014,no2,70.2,µg/m³
557,,Paris,FR,2019-05-25 22:00:00+00:00,FR04014,no2,63.9,µg/m³
558,,Paris,FR,2019-05-25 21:00:00+00:00,FR04014,no2,39.5,µg/m³
559,,Paris,FR,2019-05-25 20:00:00+00:00,FR04014,no2,43.6,µg/m³
560,,Paris,FR,2019-05-25 19:00:00+00:00,FR04014,no2,22.1,µg/m³
561,,Paris,FR,2019-05-25 18:00:00+00:00,FR04014,no2,30.4,µg/m³
562,,Paris,FR,2019-05-25 17:00:00+00:00,FR04014,no2,20.6,µg/m³
563,,Paris,FR,2019-05-25 16:00:00+00:00,FR04014,no2,31.9,µg/m³
564,,Paris,FR,2019-05-25 15:00:00+00:00,FR04014,no2,30.0,µg/m³
565,,Paris,FR,2019-05-25 14:00:00+00:00,FR04014,no2,23.6,µg/m³
566,,Paris,FR,2019-05-25 13:00:00+00:00,FR04014,no2,26.1,µg/m³
567,,Paris,FR,2019-05-25 12:00:00+00:00,FR04014,no2,18.6,µg/m³
568,,Paris,FR,2019-05-25 11:00:00+00:00,FR04014,no2,19.5,µg/m³
569,,Paris,FR,2019-05-25 10:00:00+00:00,FR04014,no2,26.3,µg/m³
570,,Paris,FR,2019-05-25 09:00:00+00:00,FR04014,no2,33.6,µg/m³
571,,Paris,FR,2019-05-25 08:00:00+00:00,FR04014,no2,44.5,µg/m³
572,,Paris,FR,2019-05-25 07:00:00+00:00,FR04014,no2,42.1,µg/m³
573,,Paris,FR,2019-05-25 06:00:00+00:00,FR04014,no2,36.9,µg/m³
574,,Paris,FR,2019-05-25 02:00:00+00:00,FR04014,no2,20.3,µg/m³
575,,Paris,FR,2019-05-25 01:00:00+00:00,FR04014,no2,12.8,µg/m³
576,,Paris,FR,2019-05-25 00:00:00+00:00,FR04014,no2,17.4,µg/m³
577,,Paris,FR,2019-05-24 23:00:00+00:00,FR04014,no2,16.5,µg/m³
578,,Paris,FR,2019-05-24 22:00:00+00:00,FR04014,no2,18.0,µg/m³
579,,Paris,FR,2019-05-24 21:00:00+00:00,FR04014,no2,18.1,µg/m³
580,,Paris,FR,2019-05-24 20:00:00+00:00,FR04014,no2,31.7,µg/m³
581,,Paris,FR,2019-05-24 19:00:00+00:00,FR04014,no2,21.9,µg/m³
582,,Paris,FR,2019-05-24 18:00:00+00:00,FR04014,no2,23.3,µg/m³
583,,Paris,FR,2019-05-24 17:00:00+00:00,FR04014,no2,25.2,µg/m³
584,,Paris,FR,2019-05-24 16:00:00+00:00,FR04014,no2,27.3,µg/m³
585,,Paris,FR,2019-05-24 15:00:00+00:00,FR04014,no2,22.7,µg/m³
586,,Paris,FR,2019-05-24 14:00:00+00:00,FR04014,no2,20.5,µg/m³
587,,Paris,FR,2019-05-24 13:00:00+00:00,FR04014,no2,24.3,µg/m³
588,,Paris,FR,2019-05-24 12:00:00+00:00,FR04014,no2,29.3,µg/m³
589,,Paris,FR,2019-05-24 11:00:00+00:00,FR04014,no2,40.6,µg/m³
590,,Paris,FR,2019-05-24 10:00:00+00:00,FR04014,no2,28.6,µg/m³
591,,Paris,FR,2019-05-24 09:00:00+00:00,FR04014,no2,37.9,µg/m³
592,,Paris,FR,2019-05-24 08:00:00+00:00,FR04014,no2,45.9,µg/m³
593,,Paris,FR,2019-05-24 07:00:00+00:00,FR04014,no2,54.8,µg/m³
594,,Paris,FR,2019-05-24 06:00:00+00:00,FR04014,no2,40.7,µg/m³
595,,Paris,FR,2019-05-24 05:00:00+00:00,FR04014,no2,35.9,µg/m³
596,,Paris,FR,2019-05-24 04:00:00+00:00,FR04014,no2,28.1,µg/m³
597,,Paris,FR,2019-05-24 03:00:00+00:00,FR04014,no2,19.4,µg/m³
598,,Paris,FR,2019-05-24 02:00:00+00:00,FR04014,no2,28.4,µg/m³
599,,Paris,FR,2019-05-24 01:00:00+00:00,FR04014,no2,28.8,µg/m³
600,,Paris,FR,2019-05-24 00:00:00+00:00,FR04014,no2,32.8,µg/m³
601,,Paris,FR,2019-05-23 23:00:00+00:00,FR04014,no2,23.2,µg/m³
602,,Paris,FR,2019-05-23 22:00:00+00:00,FR04014,no2,61.9,µg/m³
603,,Paris,FR,2019-05-23 21:00:00+00:00,FR04014,no2,47.0,µg/m³
604,,Paris,FR,2019-05-23 20:00:00+00:00,FR04014,no2,33.8,µg/m³
605,,Paris,FR,2019-05-23 19:00:00+00:00,FR04014,no2,28.0,µg/m³
606,,Paris,FR,2019-05-23 18:00:00+00:00,FR04014,no2,23.5,µg/m³
607,,Paris,FR,2019-05-23 17:00:00+00:00,FR04014,no2,22.7,µg/m³
608,,Paris,FR,2019-05-23 16:00:00+00:00,FR04014,no2,17.8,µg/m³
609,,Paris,FR,2019-05-23 15:00:00+00:00,FR04014,no2,17.5,µg/m³
610,,Paris,FR,2019-05-23 14:00:00+00:00,FR04014,no2,17.2,µg/m³
611,,Paris,FR,2019-05-23 13:00:00+00:00,FR04014,no2,21.2,µg/m³
612,,Paris,FR,2019-05-23 12:00:00+00:00,FR04014,no2,16.4,µg/m³
613,,Paris,FR,2019-05-23 11:00:00+00:00,FR04014,no2,17.0,µg/m³
614,,Paris,FR,2019-05-23 10:00:00+00:00,FR04014,no2,28.3,µg/m³
615,,Paris,FR,2019-05-23 09:00:00+00:00,FR04014,no2,79.4,µg/m³
616,,Paris,FR,2019-05-23 08:00:00+00:00,FR04014,no2,97.0,µg/m³
617,,Paris,FR,2019-05-23 07:00:00+00:00,FR04014,no2,91.8,µg/m³
618,,Paris,FR,2019-05-23 06:00:00+00:00,FR04014,no2,79.6,µg/m³
